gameId,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueTotalGold,blueTotalExperience,blueWins
1251,1,8,6,8,1,1,17258,15893,1
1252,0,1,3,0,0,0,15095,16186,0
1253,0,6,9,4,0,0,16216,17370,0
1254,1,13,5,16,2,1,21170,18807,1
1255,1,6,3,6,0,0,16155,17333,0
1256,0,4,6,3,1,1,16255,17179,0
1257,0,2,6,1,0,0,16299,17400,0
1258,0,5,6,2,0,0,16261,16251,0
1259,1,11,6,11,1,0,18743,18050,1
1260,1,8,5,6,0,0,18619,18402,1
1261,1,9,2,7,1,1,17435,18054,1
1262,0,4,4,3,1,0,16260,17917,1
1263,0,5,3,2,1,1,17343,18967,1
1264,1,4,4,4,0,0,16793,16283,0
1265,0,8,6,9,0,0,18795,18035,0
1266,0,5,7,5,0,0,16151,15972,0
1267,0,6,13,3,1,1,16136,16142,0
1268,0,2,8,3,0,0,15344,15913,0
1269,0,6,13,9,2,1,18689,17388,1
1270,1,8,7,6,1,1,18580,17964,1
1271,1,7,7,7,0,0,17490,17903,1
1272,1,8,10,10,0,0,17304,16183,0
1273,0,0,4,0,0,0,14953,16167,0
1274,0,5,6,6,0,0,16166,16052,0
1275,1,8,5,8,1,1,17446,18006,1
1276,1,11,6,10,0,0,18660,18008,0
1277,0,9,7,11,1,0,18721,17289,1
1278,0,11,4,8,0,0,21299,18985,1
1279,1,5,3,6,2,1,17280,18352,1
1280,1,7,9,8,0,0,17520,17172,0
1281,0,10,5,13,1,1,18865,18557,1
1282,0,10,8,9,0,0,18770,17382,0
1283,0,3,7,4,0,0,16203,17283,1
1284,1,6,8,7,0,0,17050,17017,1
1285,1,9,5,10,0,0,18539,17976,1
1286,1,11,6,13,2,1,18823,17893,1
1287,0,5,4,5,0,0,15066,14129,0
1288,0,5,9,4,0,0,15896,16304,1
1289,0,10,4,10,0,0,18912,18081,1
1290,0,3,8,3,0,0,14760,14303,0
1291,1,8,9,6,0,0,17531,17362,1
1292,1,7,4,4,1,1,17291,17975,1
1293,0,4,3,5,0,0,15889,16267,1
1294,0,5,8,4,0,0,15668,15920,0
1295,1,6,6,4,0,0,16156,16176,0
1296,0,6,10,3,0,0,14617,16015,0
1297,0,0,4,0,0,0,14687,15884,0
1298,1,5,7,5,0,0,15757,15945,0
1299,1,9,2,11,1,1,18700,18128,1
1300,0,8,1,3,2,1,18691,18903,1
1301,1,11,6,9,2,1,18775,18867,1
1302,0,3,6,4,0,0,16324,17327,0
1303,1,8,9,9,0,0,18711,18572,0
1304,1,11,8,10,0,0,18730,17261,0
1305,1,11,5,15,1,1,21204,19263,1
1306,0,8,10,11,1,1,17322,18053,1
1307,0,4,7,4,0,0,16143,17444,1
1308,1,8,5,11,2,1,18688,18082,1
1309,1,12,10,10,1,1,18751,17027,1
1310,1,7,4,6,0,0,17305,17346,0
1311,1,4,3,5,1,1,15958,16241,1
1312,0,7,3,5,1,1,17367,17378,1
1313,1,11,6,11,1,0,18807,17129,1
1314,1,5,6,6,0,0,17165,17043,0
1315,1,12,5,10,1,0,18917,18027,1
1316,1,3,7,3,0,0,16115,17401,1
1317,1,5,4,3,1,1,16211,17162,1
1318,1,9,4,11,1,1,18602,18513,1
1319,0,1,8,2,1,1,14778,15886,0
1320,1,8,3,9,1,1,18631,18860,1
1321,1,8,5,7,0,0,17445,17961,1
1322,0,9,3,7,1,1,17409,17880,1
1323,1,5,3,6,1,1,16246,17279,1
1324,1,7,5,6,0,0,17430,18268,0
1325,1,7,6,7,0,0,16341,17199,1
1326,0,11,3,9,0,0,18532,18095,1
1327,1,8,6,10,1,0,18694,18278,1
1328,0,8,3,9,0,0,18893,18154,1
1329,1,6,9,4,0,0,17322,18127,0
1330,0,2,7,2,1,0,15271,16138,0
1331,0,6,10,8,2,1,17302,17800,0
1332,0,3,7,0,0,0,15049,15947,0
1333,0,5,6,7,1,0,16259,17210,0
1334,0,2,7,4,0,0,14708,14371,1
1335,1,7,6,6,0,0,17393,18033,1
1336,0,4,5,4,1,1,16183,17947,0
1337,1,7,6,7,0,0,17199,18073,1
1338,0,10,7,15,1,0,21252,18172,1
1339,1,8,9,8,1,1,17214,17881,0
1340,0,7,6,8,0,0,17437,17003,0
1341,1,8,4,12,0,0,17411,17401,1
1342,1,5,5,7,0,0,16379,17299,1
1343,0,6,6,6,1,1,17247,18009,0
1344,1,6,3,6,0,0,17522,17364,1
1345,0,8,1,11,1,0,18777,18484,1
1346,1,10,12,14,0,0,18837,18108,1
1347,1,5,8,7,0,0,16169,17194,0
1348,0,5,6,7,0,0,16310,18304,1
1349,1,9,7,7,2,1,17441,18076,1
1350,1,8,3,11,1,1,17505,17975,1
1351,0,4,6,4,0,0,15975,16278,0
1352,1,9,5,8,1,1,17419,17909,1
1353,0,5,7,5,0,0,16127,17158,0
1354,0,3,5,2,1,1,16164,17205,0
1355,1,8,8,8,0,0,17520,17084,0
1356,1,5,4,5,1,1,16302,17429,1
1357,1,5,5,5,0,0,16120,15927,1
1358,0,3,3,3,0,0,15240,15982,0
1359,0,5,6,4,1,0,17143,18196,0
1360,1,14,1,15,1,1,21356,18310,1
1361,0,5,2,7,1,1,15995,17978,0
1362,0,5,3,6,1,1,17039,17316,1
1363,0,5,6,10,1,1,16306,17997,0
1364,0,5,9,5,0,0,17235,18370,0
1365,0,6,3,5,0,0,17475,18366,1
1366,0,3,5,2,0,0,15303,15873,0
1367,1,4,10,7,0,0,16104,15925,0
1368,1,9,13,8,0,0,17504,17397,1
1369,1,7,6,8,0,0,17364,17266,1
1370,1,11,3,11,0,0,18604,18665,1
1371,0,5,1,2,1,1,17389,18633,1
1372,0,5,1,8,1,1,17176,18874,1
1373,1,2,1,2,1,1,16269,17475,0
1374,0,6,9,3,1,1,15576,17115,0
1375,0,11,7,8,0,0,18806,18855,1
1376,1,5,9,8,0,0,14804,15903,0
1377,0,4,7,3,0,0,15596,17345,0
1378,1,7,6,6,0,0,17271,17325,0
1379,0,3,3,2,0,0,15198,16211,1
1380,1,7,5,6,0,0,17146,17429,0
1381,0,5,8,6,0,0,16305,17450,1
1382,0,6,12,4,0,0,15895,15975,0
1383,1,8,3,5,0,0,17155,17984,0
1384,0,4,6,2,0,0,16073,16269,1
1385,0,5,4,2,0,0,15717,14267,0
1386,1,4,10,0,0,0,14993,16112,0
1387,1,2,2,2,1,1,15359,16201,1
1388,1,8,9,11,1,1,17513,17947,1
1389,0,5,2,6,0,0,17166,18130,1
1390,1,8,6,10,0,0,17457,16229,0
1391,0,5,4,1,0,0,16377,17398,0
1392,1,8,4,6,0,0,18827,18612,1
1393,0,2,6,3,0,0,16393,18028,0
1394,0,5,5,4,1,1,16423,17320,0
1395,1,2,3,2,0,0,16145,17366,1
1396,0,3,5,5,0,0,16253,17475,0
1397,0,10,12,13,0,0,18876,18804,1
1398,0,3,6,4,0,0,16331,17987,0
1399,1,4,7,3,0,0,15330,16255,1
1400,0,6,7,7,1,1,17200,18313,1
1401,0,6,8,4,0,0,17184,18100,0
1402,0,3,5,4,0,0,16014,16982,0
1403,1,7,8,9,0,0,17515,16010,0
1404,0,1,6,1,0,0,15292,17328,0
1405,0,5,8,7,0,0,16325,18126,0
1406,1,7,7,15,0,0,21310,19054,1
1407,0,6,7,6,0,0,17422,18167,0
1408,1,14,6,15,1,0,21313,18980,1
1409,1,7,7,8,1,1,18436,17269,0
1410,0,3,10,3,0,0,15927,15924,0
1411,1,7,8,7,1,1,17304,17436,0
1412,0,2,9,3,0,0,16357,17342,0
1413,0,5,6,5,0,0,16314,17412,0
1414,0,7,6,8,0,0,17276,16219,1
1415,0,2,9,2,0,0,15395,16017,0
1416,1,12,4,10,2,1,18725,18367,1
1417,0,5,7,5,1,0,16331,16310,0
1418,1,4,6,4,0,0,15979,16173,0
1419,0,5,1,4,1,1,17319,18362,1
1420,0,3,4,1,0,0,15486,16200,0
1421,0,2,4,2,1,1,15563,18517,0
1422,0,11,10,10,1,1,18597,17328,0
1423,1,5,6,3,0,0,14883,15883,0
1424,1,6,2,8,0,0,17249,18148,0
1425,1,5,5,4,1,1,16296,17341,0
1426,0,5,5,4,0,0,16157,17066,0
1427,1,10,9,11,1,0,18911,17161,1
1428,1,8,10,10,1,1,18496,16296,0
1429,0,2,4,3,1,0,15306,16152,0
1430,0,5,4,3,0,0,17422,17212,1
1431,1,4,4,2,0,0,16233,17228,0
1432,1,2,5,2,1,1,16303,17374,1
1433,0,5,4,5,1,0,16110,18080,0
1434,0,1,7,1,0,0,15407,16220,0
1435,0,8,12,11,1,1,17432,18790,1
1436,1,8,8,6,0,0,18720,18136,1
1437,0,2,5,2,0,0,15492,17406,0
1438,1,7,2,8,0,0,18682,18626,1
1439,1,5,6,3,0,0,16092,16266,0
1440,1,4,1,0,1,1,16231,18115,1
1441,0,7,7,6,0,0,17367,17074,1
1442,0,2,6,3,0,0,16136,16249,0
1443,1,8,9,6,0,0,18853,18240,1
1444,0,8,3,13,1,1,18595,17939,1
1445,0,5,9,4,1,0,17481,17288,0
1446,0,4,7,0,0,0,14823,15916,0
1447,1,8,9,10,0,0,17480,18180,0
1448,0,4,3,2,2,1,16135,17307,1
1449,0,10,4,10,1,0,18592,17931,0
1450,0,5,8,5,0,0,15864,16006,0
1451,0,7,7,9,2,1,17405,18310,0
1452,1,4,1,4,2,1,16376,17290,0
1453,0,4,7,2,1,1,15173,15888,0
1454,1,12,1,9,1,1,18641,18057,1
1455,0,8,5,5,1,0,17389,17972,1
1456,0,2,7,2,1,0,15336,15869,0
1457,1,13,6,14,1,1,18779,18137,1
1458,1,13,7,13,1,1,21232,18889,1
1459,0,4,6,5,0,0,16149,17225,0
1460,0,4,5,2,0,0,16294,18041,0
1461,1,7,2,9,1,1,17385,18243,1
1462,1,3,3,4,1,1,16169,17557,1
1463,0,5,8,5,0,0,16214,18241,0
1464,0,4,4,3,0,0,16146,17442,1
1465,0,6,9,4,1,1,16041,17208,1
1466,1,7,6,7,1,1,16089,15931,1
1467,1,4,4,5,0,0,16201,17428,1
1468,0,3,4,4,0,0,16232,17314,0
1469,0,5,9,4,0,0,16253,17132,0
1470,0,6,5,8,1,1,16328,17266,0
1471,1,7,7,7,1,1,17225,17311,1
1472,0,2,13,1,1,0,16344,17295,0
1473,0,2,4,3,0,0,15721,18115,0
1474,0,7,8,8,0,0,17112,16303,1
1475,1,10,6,13,1,1,18895,17099,1
1476,1,6,9,4,1,1,16296,16299,1
1477,0,5,9,3,1,0,16024,16332,0
1478,0,4,8,3,0,0,15247,15881,0
1479,1,6,6,6,2,1,17110,19381,1
1480,1,11,6,9,0,0,18818,17969,0
1481,0,5,1,5,2,1,16205,17577,0
1482,1,10,3,13,1,1,18829,17986,1
1483,1,6,7,4,1,0,17176,18057,1
1484,1,7,4,8,1,1,17444,18722,1
1485,1,13,6,16,2,1,21297,18880,1
1486,0,6,7,7,1,0,17301,18073,1
1487,0,5,8,5,0,0,17511,16129,0
1488,0,3,7,3,0,0,15213,16018,0
1489,0,2,6,1,0,0,16240,17453,0
1490,1,9,8,10,1,1,18752,18376,1
1491,1,7,7,7,0,0,16384,17357,1
1492,1,7,6,7,0,0,17450,17003,0
1493,0,4,6,3,1,1,15996,16189,1
1494,0,6,4,5,1,0,17506,19037,1
1495,1,2,3,1,0,0,15264,16225,1
1496,1,14,6,10,2,1,18817,18447,1
1497,1,6,6,3,1,0,16325,16308,0
1498,0,1,3,0,1,0,14693,14411,0
1499,1,9,6,9,1,1,18593,17853,0
1500,1,5,9,5,0,0,16215,16200,0
1501,0,3,4,1,1,0,15189,17289,0
1502,1,7,9,8,1,1,17006,18268,0
1503,0,6,5,6,1,1,16337,17270,0
1504,1,7,4,7,1,1,17374,17895,1
1505,0,1,8,2,0,0,15125,15882,0
1506,1,10,4,13,1,1,18839,18537,1
1507,0,5,6,3,0,0,16166,17226,0
1508,1,9,4,7,0,0,18631,17967,1
1509,0,6,8,8,1,1,17437,18024,1
1510,1,6,6,4,1,1,16289,17166,0
1511,0,4,7,4,0,0,16260,17434,1
1512,0,10,5,9,0,0,18752,18026,0
1513,0,2,5,2,0,0,15352,16146,0
1514,0,5,4,6,0,0,15829,14167,0
1515,1,5,5,8,0,0,17205,18141,1
1516,1,5,4,6,1,1,16265,17003,0
1517,0,1,7,2,0,0,15416,17058,0
1518,1,7,10,7,1,1,16231,16245,0
1519,1,6,8,6,0,0,16137,17153,0
1520,1,8,6,7,0,0,18693,18021,0
1521,1,7,2,10,1,0,17502,17916,1
1522,0,6,7,6,0,0,17443,18125,1
1523,0,1,4,1,0,0,15230,15884,0
1524,1,5,7,6,1,1,16113,17474,1
1525,0,5,8,7,2,1,16177,16227,0
1526,1,7,3,5,1,1,17391,16247,0
1527,0,4,4,2,0,0,17216,18346,1
1528,0,8,3,9,1,1,18800,18444,1
1529,1,2,3,2,0,0,16264,17435,0
1530,0,11,8,10,1,1,18788,17433,1
1531,1,3,3,3,0,0,15960,16215,0
1532,1,6,3,5,1,0,17325,17786,1
1533,1,8,2,9,1,1,17426,18528,1
1534,0,5,8,6,0,0,15941,15954,1
1535,1,10,7,7,0,0,18609,18341,0
1536,0,10,4,15,1,0,21235,19108,1
1537,0,5,3,8,0,0,16021,15947,1
1538,1,6,10,5,0,0,15877,15920,0
1539,0,5,7,6,0,0,17306,17340,0
1540,1,14,5,15,1,1,21196,19021,1
1541,0,6,7,6,1,1,17473,18003,0
1542,0,3,4,3,0,0,16246,17300,0
1543,1,5,12,7,0,0,15699,15920,0
1544,1,9,5,10,0,0,17201,16019,1
1545,1,4,6,2,1,0,16062,15952,0
1546,0,5,9,4,1,0,16193,17145,0
1547,1,9,8,10,1,0,17441,18061,0
1548,1,10,10,7,1,1,18763,18677,1
1549,1,7,4,7,0,0,17364,17147,1
1550,0,6,6,6,0,0,17453,18470,0
1551,1,10,7,10,0,0,18708,17899,1
1552,1,7,2,10,1,1,17235,18053,1
1553,0,5,8,2,0,0,16206,15830,0
1554,0,0,3,0,0,0,18788,18912,1
1555,1,8,6,10,0,0,17435,16045,0
1556,0,6,12,3,1,1,14535,14291,0
1557,0,8,3,5,0,0,18680,17965,1
1558,0,3,6,7,1,1,16253,16973,0
1559,1,7,9,3,1,1,16305,16267,0
1560,1,7,5,6,1,0,17457,17019,1
1561,0,4,4,5,0,0,16214,17228,1
1562,1,2,3,2,1,0,16261,18008,0
1563,0,3,7,1,1,0,15395,17196,0
1564,0,2,2,0,1,1,15503,18022,0
1565,0,7,6,4,1,0,15988,15939,0
1566,1,11,9,9,0,0,18764,18451,0
1567,0,1,3,1,1,0,16272,17392,0
1568,0,6,2,9,0,0,17490,18643,1
1569,1,6,3,6,1,1,17218,17974,0
1570,0,3,5,2,0,0,16293,17372,0
1571,1,8,4,13,1,1,18723,17930,1
1572,1,5,6,6,0,0,16194,17289,0
1573,1,9,3,11,2,1,17287,18035,1
1574,1,8,5,12,0,0,18789,18055,1
1575,1,11,3,12,0,0,18934,17057,1
1576,1,3,4,2,0,0,16285,17297,1
1577,0,5,6,3,1,1,16212,16234,0
1578,0,3,1,4,0,0,17235,18083,0
1579,1,8,3,6,1,1,17432,18098,1
1580,0,5,5,3,0,0,17105,18212,0
1581,1,5,2,8,1,1,16357,18002,0
1582,0,5,1,5,1,1,17055,18519,1
1583,0,6,10,8,1,0,17314,17213,1
1584,1,8,6,9,1,1,18776,18046,1
1585,1,6,3,6,1,1,17485,17452,1
1586,0,4,6,3,0,0,15895,16241,1
1587,1,11,6,11,0,0,18871,18716,1
1588,1,9,6,4,0,0,18710,18590,1
1589,1,9,2,7,0,0,17465,17986,1
1590,1,8,5,9,0,0,17210,18015,0
1591,0,6,7,6,1,0,17360,17860,0
1592,1,7,5,8,1,1,18852,17911,1
1593,0,4,2,4,1,0,16305,17049,1
1594,1,11,7,11,0,0,18769,18204,1
1595,1,8,8,14,0,0,17517,17300,0
1596,0,6,6,4,1,1,16188,17085,1
1597,0,6,10,5,0,0,17248,15966,0
1598,1,8,3,10,1,1,17100,17035,1
1599,0,7,9,6,0,0,17451,18118,1
1600,0,7,6,5,0,0,17409,17482,0
1601,0,5,4,4,0,0,16118,17005,0
1602,0,0,10,0,0,0,14474,14493,0
1603,0,5,6,5,0,0,15439,14321,0
1604,1,5,10,7,1,1,16030,17064,0
1605,1,8,4,7,0,0,18611,18491,1
1606,1,5,2,5,1,1,16230,18111,1
1607,0,2,2,0,0,0,16255,16990,0
1608,0,2,8,2,0,0,15000,15860,0
1609,0,2,7,3,0,0,14638,14382,0
1610,0,4,6,3,0,0,15379,16211,0
1611,1,6,7,9,0,0,16069,16346,1
1612,1,8,4,7,1,0,17359,17815,1
1613,0,3,7,3,0,0,15379,16109,0
1614,1,2,5,0,0,0,15233,16226,0
1615,1,5,5,10,0,0,16049,18065,1
1616,0,6,4,11,1,0,17192,17339,1
1617,1,6,2,3,1,1,17341,18186,0
1618,1,5,10,4,1,0,15775,15907,0
1619,1,4,7,6,1,1,16385,17107,0
1620,1,7,7,7,0,0,17281,17367,1
1621,0,4,6,6,0,0,17198,17263,0
1622,0,8,7,11,1,1,17477,17185,1
1623,0,3,10,3,0,0,15281,15928,0
1624,0,6,4,4,0,0,16223,18081,1
1625,1,9,6,13,0,0,17504,17907,1
1626,1,8,3,8,0,0,18887,18725,1
1627,0,6,8,6,1,1,18681,17278,0
1628,0,7,7,8,2,1,16908,17129,1
1629,1,10,6,10,0,0,18709,17213,1
1630,0,2,3,2,1,0,15383,17210,0
1631,1,4,2,2,1,1,16358,18054,1
1632,0,5,10,5,0,0,15884,15970,0
1633,1,13,4,11,1,0,21380,18068,1
1634,0,4,5,5,0,0,16130,17539,0
1635,1,7,7,8,0,0,17452,17383,0
1636,1,7,1,7,1,0,17115,18098,1
1637,0,5,9,6,0,0,16334,17312,0
1638,1,9,6,8,1,1,17405,17388,1
1639,0,3,5,4,1,0,16201,17267,0
1640,0,4,3,3,1,1,15005,14431,0
1641,0,6,3,6,0,0,17326,18197,1
1642,1,9,4,10,0,0,18548,17251,0
1643,1,10,8,10,0,0,18644,17975,0
1644,0,4,5,5,0,0,16386,17437,0
1645,1,7,6,9,0,0,17435,16986,1
1646,1,2,10,3,0,0,16204,15889,0
1647,1,14,4,13,1,1,21243,18471,1
1648,1,11,6,9,1,1,18900,18792,1
1649,0,5,2,10,1,1,17088,18034,1
1650,1,5,9,3,1,0,17350,17841,0
1651,1,5,4,5,0,0,17403,18119,1
1652,0,3,7,1,0,0,15269,16225,0
1653,1,2,2,2,0,0,16063,17215,0
1654,0,5,3,5,0,0,17086,18186,1
1655,1,8,6,9,1,1,18653,18897,1
1656,1,7,5,8,1,1,17355,17185,1
1657,0,3,7,3,0,0,17348,18093,0
1658,1,11,9,6,0,0,18547,18367,0
1659,1,10,7,1,0,0,18705,18497,1
1660,0,4,7,3,1,0,16399,17320,0
1661,0,2,7,2,0,0,14956,15908,0
1662,0,2,5,0,1,0,14995,15952,0
1663,0,1,4,1,0,0,14940,15846,0
1664,1,7,6,7,1,1,16351,18258,1
1665,0,3,8,3,0,0,16124,15884,0
1666,0,4,5,3,1,1,16224,16989,0
1667,1,8,10,7,0,0,18654,17296,1
1668,0,1,9,4,0,0,14253,14314,0
1669,1,5,8,6,0,0,17481,17347,0
1670,0,2,6,3,0,0,16101,16219,0
1671,0,4,5,3,0,0,16111,16206,0
1672,0,5,7,11,1,1,17459,17966,0
1673,0,5,12,3,0,0,16278,18089,0
1674,1,3,2,2,0,0,16288,17997,1
1675,1,5,7,8,1,1,15884,16139,1
1676,0,5,1,4,1,1,17203,19089,1
1677,0,3,8,2,0,0,16159,17871,0
1678,1,6,6,7,0,0,17337,17322,0
1679,1,9,4,10,1,0,18602,18108,1
1680,0,3,5,3,0,0,16314,17301,0
1681,1,3,3,2,0,0,16208,18005,1
1682,1,11,9,10,2,1,18793,18011,1
1683,0,3,9,2,1,0,14591,14312,0
1684,0,4,7,0,0,0,15013,15912,0
1685,1,11,6,15,1,1,18893,17430,1
1686,0,5,3,7,0,0,16305,18123,0
1687,0,2,5,0,0,0,15223,16272,0
1688,0,10,10,13,0,0,18027,14130,0
1689,1,7,3,7,0,0,17364,18072,1
1690,0,4,1,2,1,1,16257,18116,0
1691,1,7,7,6,1,0,17388,17298,0
1692,0,8,7,15,1,1,18810,19329,1
1693,1,12,5,9,0,0,18895,17132,1
1694,0,5,9,3,1,1,16247,18069,0
1695,1,8,9,8,0,0,16348,15861,0
1696,1,11,5,14,1,1,18882,18004,1
1697,1,7,2,6,1,1,17296,16991,1
1698,0,4,5,5,1,1,14945,14396,0
1699,0,10,5,12,0,0,18772,18413,1
1700,0,4,6,3,0,0,15909,16193,0
1701,0,4,5,1,1,0,16346,18150,0
1702,1,6,5,7,1,1,17094,17972,0
1703,0,10,5,10,1,1,17222,17111,1
1704,0,6,8,4,0,0,16242,17425,0
1705,1,7,3,11,0,0,17423,18144,1
1706,1,9,4,9,0,0,18520,18762,1
1707,1,8,2,8,1,1,17437,18043,1
1708,0,7,2,6,1,1,18606,18121,1
1709,0,7,10,7,1,1,17398,17417,1
1710,0,4,8,5,0,0,16368,17375,0
1711,0,4,6,6,0,0,16308,16985,0
1712,0,3,4,4,0,0,16102,17158,0
1713,1,9,5,7,1,1,18626,19209,1
1714,1,7,6,9,0,0,17430,17852,1
1715,0,5,4,4,0,0,16352,17208,0
1716,0,7,6,8,1,1,17254,17327,1
1717,0,8,4,7,0,0,17309,17007,1
1718,1,6,7,5,0,0,16333,17207,0
1719,1,11,2,15,1,1,18791,18247,1
1720,0,4,8,4,0,0,16272,17434,1
1721,1,8,3,9,0,0,17402,18094,1
1722,0,6,10,10,1,0,17331,16324,0
1723,0,10,7,12,1,0,18691,18170,1
1724,0,4,3,4,1,0,17361,18148,1
1725,0,3,10,1,0,0,15088,15927,0
1726,0,4,6,7,0,0,17293,18029,0
1727,0,2,3,1,1,1,15052,16040,0
1728,1,4,2,4,1,0,16371,17405,1
1729,0,5,3,2,1,1,17486,17344,1
1730,0,5,8,7,0,0,16343,17025,0
1731,0,6,5,7,0,0,16435,17214,1
1732,1,6,5,11,1,1,17390,18077,1
1733,1,7,7,10,0,0,17387,17363,0
1734,1,6,2,7,0,0,18690,18284,1
1735,0,4,10,2,0,0,15873,15958,0
1736,1,9,3,6,1,1,21069,19013,1
1737,1,5,6,7,1,0,17011,16081,1
1738,1,11,1,10,1,1,18931,17948,1
1739,1,11,4,10,1,0,18722,18517,1
1740,0,4,3,6,0,0,16303,18273,1
1741,1,10,4,10,1,1,18760,18506,1
1742,1,8,5,9,2,1,21230,18087,1
1743,0,1,8,2,0,0,15244,15904,0
1744,0,8,12,8,0,0,17496,18408,1
1745,1,7,6,10,1,1,16136,16150,0
1746,1,4,1,4,0,0,17078,18112,0
1747,1,6,3,4,0,0,17251,18052,0
1748,0,3,6,2,0,0,16184,17251,0
1749,1,8,9,11,1,1,17484,17259,1
1750,1,4,7,3,1,0,14449,14309,1
1751,0,3,9,4,0,0,16166,17174,0
1752,0,4,5,4,0,0,16226,16270,0
1753,0,7,10,10,2,1,17330,17020,0
1754,0,6,8,4,0,0,17303,17393,1
1755,1,8,5,6,1,1,17422,18825,1
1756,1,5,4,6,1,1,17118,17453,1
1757,1,2,4,1,0,0,15214,15900,0
1758,0,2,10,2,0,0,15256,17274,0
1759,1,2,3,3,1,0,16292,18171,0
1760,1,8,6,7,1,1,18559,17993,1
1761,0,7,3,6,0,0,17317,17396,0
1762,1,7,6,5,0,0,17358,17342,0
1763,1,5,3,3,2,1,17025,18738,1
1764,0,5,4,4,1,1,17424,18698,1
1765,1,14,5,14,1,1,21390,18876,1
1766,0,4,5,3,0,0,16236,17044,0
1767,1,7,9,11,1,0,17408,17355,1
1768,1,2,3,5,2,1,15258,16348,0
1769,0,5,8,4,0,0,16398,17859,0
1770,0,8,12,10,1,1,17401,17163,1
1771,0,6,6,11,1,0,17332,17074,0
1772,1,5,6,4,0,0,15943,16338,0
1773,1,6,2,7,1,1,17169,18148,1
1774,0,8,8,10,1,1,17408,17275,0
1775,0,4,4,1,1,1,16282,17325,0
1776,0,6,6,4,0,0,16329,17318,0
1777,0,5,5,5,0,0,16064,18374,1
1778,0,5,4,4,1,1,16146,17997,1
1779,1,7,6,4,0,0,18741,17970,1
1780,0,4,8,4,0,0,16159,17065,0
1781,1,7,6,9,0,0,17414,17347,1
1782,1,13,5,14,1,0,21347,18136,1
1783,0,7,10,9,1,0,17450,18095,1
1784,1,7,7,6,1,1,17414,18676,0
1785,1,7,9,8,0,0,17480,17281,1
1786,1,9,8,9,0,0,17228,17168,1
1787,1,7,5,6,0,0,17311,16225,0
1788,1,9,6,10,0,0,18548,18173,1
1789,0,5,7,4,0,0,15992,14308,1
1790,0,10,6,10,0,0,18673,18645,1
1791,0,5,9,5,0,0,16407,18160,1
1792,1,5,7,3,0,0,16199,16375,0
1793,0,6,8,6,0,0,17361,17091,0
1794,0,4,8,4,1,0,17001,18184,0
1795,0,5,11,4,0,0,16230,16018,0
1796,1,2,2,1,0,0,15947,17239,1
1797,1,5,3,4,1,1,16189,17804,1
1798,0,6,3,4,1,1,15837,16213,0
1799,1,4,5,5,1,1,16388,17420,1
1800,1,8,9,3,0,0,17481,16273,1
1801,0,6,5,5,0,0,16364,17374,1
1802,0,2,6,3,0,0,15233,16248,0
1803,1,3,4,5,1,0,17021,17922,1
1804,0,3,3,1,0,0,16283,17324,1
1805,0,2,1,2,1,1,16349,17997,1
1806,1,9,5,10,0,0,18473,18070,0
1807,0,7,9,8,1,0,15989,14207,0
1808,1,7,7,11,1,0,17405,18120,1
1809,0,6,5,11,1,0,17336,17412,0
1810,0,1,8,6,0,0,14575,14341,0
1811,0,4,3,4,0,0,16188,18077,0
1812,1,8,7,9,0,0,17490,17960,1
1813,1,6,3,10,0,0,17122,18033,1
1814,1,7,7,8,1,1,17390,17317,0
1815,1,10,3,14,2,1,21251,17103,1
1816,0,5,3,5,0,0,17325,17104,1
1817,1,11,9,7,0,0,18766,17195,0
1818,0,6,8,4,0,0,17296,15921,0
1819,1,9,9,7,0,0,17350,16205,1
1820,0,5,9,8,1,1,14370,14437,0
1821,1,9,7,9,1,1,17430,17254,0
1822,1,3,4,5,0,0,15942,16075,0
1823,0,7,6,5,0,0,18738,17857,1
1824,0,4,3,3,1,1,16117,17121,1
1825,0,3,1,3,1,0,16322,18089,1
1826,1,9,7,7,0,0,18832,17049,1
1827,1,9,1,7,1,1,18621,18238,1
1828,1,8,6,8,1,1,17404,17907,1
1829,0,5,4,5,0,0,16289,17371,1
1830,0,5,6,3,0,0,16043,15961,0
1831,1,10,3,9,0,0,18663,18901,1
1832,0,9,4,9,1,1,18604,18838,1
1833,0,6,4,7,0,0,16430,17212,0
1834,1,7,5,8,0,0,17176,16997,1
1835,1,13,5,11,1,1,18889,17051,1
1836,0,5,7,4,1,1,17291,18523,1
1837,0,2,5,2,1,0,14872,15906,0
1838,0,4,6,4,0,0,16156,17433,0
1839,0,8,4,10,1,1,17488,17942,1
1840,1,7,2,6,2,1,18613,17903,0
1841,0,8,2,10,1,0,17191,18148,0
1842,0,6,3,4,2,1,17280,17542,1
1843,0,6,8,8,0,0,15940,15871,0
1844,1,7,4,6,1,1,17332,18289,1
1845,0,9,7,4,0,0,17458,18085,1
1846,1,8,7,6,1,0,17384,18065,0
1847,1,13,3,15,2,1,21215,18937,1
1848,0,8,8,9,0,0,17501,17893,0
1849,1,7,6,8,0,0,17251,17045,0
1850,1,7,1,11,1,1,17291,18879,1
1851,1,9,6,11,0,0,18701,18012,1
1852,1,8,6,11,1,1,17505,18634,1
1853,0,6,3,5,1,1,17220,18045,1
1854,0,5,8,5,0,0,15933,16039,0
1855,0,4,7,5,0,0,16197,16306,0
